subject_id,workflow_id,task,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text
44121861,18617,T1,"[['Shields', 'Shields', 'Shields', 'Shields']]",4,4,Shields
44121861,18617,T2,"[['Yarmouth', 'Yarmouth', 'Yarmouth', 'Yarmouth']]",4,4,Yarmouth
44121861,18617,T3,"[['Greenock', 'Greenock', 'Grennock', 'Greenock']]",4,3,Greenock
44121861,18617,T4,"[['Scotland', 'Scotland', 'Scotland', 'Scotland']]",4,4,Scotland
44121861,18617,T5,"[['Protsmouth', 'Portsmouth', 'Portsmouth', 'Portsmouth']]",4,3,Portsmouth
44121861,18617,T7,"[['Newport', 'Newport', 'Newport', 'Newport']]",4,4,Newport
44121861,18617,T8,"[['Scotland', 'Scotland', 'Scotland', 'Scotland']]",4,4,Scotland
44121861,18617,T9,"[['Wales', 'Wales', 'Wales', 'Wales']]",4,4,Wales
44121861,18617,T10,"[['London', 'London', 'London', 'London']]",4,4,London
44121861,18617,T11,"[['Lincolnshire', 'Lincolnshire', 'Lincolnshire', 'Lincolnshire']]",4,4,Lincolnshire
44121861,18617,T13,"[['Whitby', 'Whitby', 'Whitby', 'Whitby']]",4,4,Whitby
44121861,18617,T14,"[['Yarmouth', 'Yarmouth', 'Yarmouth', 'Yarmouth']]",4,4,Yarmouth
44121861,18617,T15,"[['Norfolk', 'Norfolk', 'Norfolk', 'Norfolk']]",4,4,Norfolk
44121861,18617,T16,"[['Blythe', 'Blythe', 'Blythe', 'Blythe']]",4,4,Blythe
44121861,18617,T17,"[['London', 'London', 'London', 'London']]",4,4,London
44121861,18617,T19,"[['Scotland', 'Scotland', 'Scotland', 'Scotland']]",4,4,Scotland
44121861,18617,T20,"[['Edinburgh', 'Edinburgh', 'Edinburgh', 'Edinboro']]",4,3,Edinburgh
44121861,18617,T21,"[['Devonshire', 'Devonshire', 'Devonshire', 'Devonshire']]",4,4,Devonshire
44121861,18617,T22,"[['Ireland', 'Ireland', 'Scotland', 'Ireland']]",4,3,Ireland
44121861,18617,T23,"[['Wales', 'Wales', 'Wales', 'Wales']]",4,4,Wales
44121861,18617,T25,"[['Jersey', 'Jersey', 'Jersey', 'Jersey']]",4,4,Jersey
44121861,18617,T26,"[['Yarmouth', 'Yarmouth', 'Yarmouth', 'Yarmouth']]",4,4,Yarmouth
44121861,18617,T27,"[['London', 'London', 'London', 'London']]",4,4,London
44121861,18617,T28,"[['Salop', 'Salop', 'Salop', 'Salop']]",4,4,Salop
44121861,18617,T29,"[['Sussex', 'Sussex', 'Sussex', 'Sussex']]",4,4,Sussex
44121866,18617,T1,"[['Scotland', 'Scotland', 'Scotland', 'Scotland']]",4,4,Scotland
44121866,18617,T2,"[['Devonshire', 'Devonshire', 'Devonshire', 'Devonshire']]",4,4,Devonshire
44121866,18617,T3,"[['Plymouth', 'Plymouth', 'Plymouth', 'Plymouth']]",4,4,Plymouth
44121866,18617,T4,"[['Workington', 'Workington', 'Workington', 'Workington']]",4,4,Workington
44121866,18617,T5,"[['Denmark', 'Denmark', 'Denmark', 'Denmark']]",4,4,Denmark
44121866,18617,T7,"[['Scarborough', 'Scarborough', 'Scarboro', 'Scarborough']]",4,3,Scarborough
44121866,18617,T8,"[['Ipswich', 'Ipswich', 'Ipswich', 'Ipswich']]",4,4,Ipswich
44121866,18617,T9,"[['France', 'France', 'France', 'France']]",4,4,France
44121866,18617,T10,"[['Leith', 'Leith', 'Leith', 'Leith']]",4,4,Leith
44121866,18617,T11,"[['New', 'New', 'New', ""'New""], ['Providence', 'Providence', 'Providence', 'Providence']]",4,3.5,New Providence
44121866,18617,T13,"[['Briatol', 'Bristol', 'Bristol', 'Bristol']]",4,3,Bristol
44121866,18617,T14,"[['Ireland', 'Ireland', 'Ireland', 'Ireland']]",4,4,Ireland
44121866,18617,T15,"[['Wales', 'Wales', 'Wales', 'Wales']]",4,4,Wales
44121866,18617,T16,"[['London', 'London', 'London', 'London']]",4,4,London
44121866,18617,T17,"[['Woolwich', 'Woolwich', 'Woolrich', 'Woolwich']]",4,3,Woolwich
44121866,18617,T19,"[['Menet', 'Memel', 'Meme...', 'Memel']]",4,2,Memel
44121866,18617,T20,"[['Denmark', 'Denmark', 'Denmark', 'Denmark']]",4,4,Denmark
44121866,18617,T21,"[['Liverpool', 'Liverpool', 'Liverpool', 'Liverpool']]",4,4,Liverpool
44121866,18617,T22,"[['Harwich', 'Harwick', 'Harwich', 'Harwick']]",4,2,Harwich
44121866,18617,T23,"[['Hamble', 'Hamble', 'Hamble', 'Hamble']]",4,4,Hamble
44121866,18617,T25,"[['Ireland', 'Ireland', 'Ireland', 'Ireland']]",4,4,Ireland
44121866,18617,T26,"[['Shields', 'Shields', 'Shields', 'Shields']]",4,4,Shields
44121866,18617,T27,"[['Little', 'Little', 'Little', 'Little'], ['Torrick', 'Torrick', 'Torrick', 'Torrick']]",4,4,Little Torrick
44121866,18617,T28,"[['Shetland', 'Shetland', 'Shetland', 'Shetland']]",4,4,Shetland
44121866,18617,T29,"[['United', 'United', 'United', 'United'], ['States', 'States', 'States', 'States']]",4,4,United States
44121869,18617,T1,"[['Cornwall', 'Cornwall', 'Cornwall']]",3,3,Cornwall
44121869,18617,T2,"[['', 'This'], ['', 'Man'], ['', 'Was'], ['Insensible', 'Insensible']]",2,1.25,This Man Was Insensible
44121869,18617,T3,"[['Lima', 'Lima', 'Lima']]",3,3,Lima
44121869,18617,T4,"[['Windsor', 'Windsor', 'Windsor...s'], ['', 'NS', '']]",3,1.5,Windsor NS
44121869,18617,T5,"[['Orkneys', 'Orkneys', 'Orkneys']]",3,3,Orkneys
44121869,18617,T7,"[['York', 'York', 'York']]",3,3,York
44121869,18617,T8,"[['Santa', 'Santa', 'Santa'], ['Croix', 'Croix', 'Croix']]",3,3,Santa Croix
44121869,18617,T9,"[['A...', '', ''], ['...ay', 'Norway', 'Norway']]",3,1.5,A... Norway
44121869,18617,T10,"[['United', 'United', 'United'], ['States', 'States', 'States']]",3,3,United States
44121869,18617,T11,"[['Holland', 'Holland', 'Holland']]",3,3,Holland
44121869,18617,T13,"[['Wales', 'Wales', 'Wales']]",3,3,Wales
44121869,18617,T14,"[['London', 'London', 'London']]",3,3,London
44121869,18617,T15,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121869,18617,T16,"[['London', 'Beeding', 'London']]",3,2,London
44121869,18617,T17,"[['A...dine', 'Grenada', 'Brrding']]",3,1,A...dine
44121869,18617,T19,"[['Grenada', 'Grenada', 'Grenada']]",3,3,Grenada
44121869,18617,T20,"[['Holland', 'Holland', 'Holland']]",3,3,Holland
44121869,18617,T21,"[['Southampton', 'Southampton', 'Southampton']]",3,3,Southampton
44121869,18617,T22,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121869,18617,T23,"[['Essex', 'Essex', 'Essex']]",3,3,Essex
44121869,18617,T25,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121869,18617,T26,"[['Surrey', 'Surrey', 'Surrey']]",3,3,Surrey
44121869,18617,T27,"[['...', 'N.', 'North'], ['Shields', 'Shields', 'Shields']]",3,2,... Shields
44121869,18617,T28,"[['London', 'London', 'London']]",3,3,London
44121869,18617,T29,"[['Sunderland', 'Sunderland', 'Sunderland']]",3,3,Sunderland
44121871,18617,T1,"[['Liverpool', 'London', 'Liverpool']]",3,2,Liverpool
44121871,18617,T2,"[['Little', 'Little', 'Little'], ['Hampton', 'Hampton', 'Hampton']]",3,3,Little Hampton
44121871,18617,T3,"[['Halifax', 'Halifax', 'Halifax'], ['NS', 'NS', 'N.S.']]",3,2.5,Halifax NS
44121871,18617,T4,"[['Northumberland', 'Northumberland', 'Northumberland']]",3,3,Northumberland
44121871,18617,T5,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121871,18617,T7,"[['St.', 'St.', 'St.'], ['Vincent', 'Vincent', 'Vincent']]",3,3,St. Vincent
44121871,18617,T8,"[['Bridgewater', 'Bridgewater', 'Bridgewater']]",3,3,Bridgewater
44121871,18617,T9,"[['Denmark', 'Denmark', 'Denmark']]",3,3,Denmark
44121871,18617,T10,"[['Wales', 'Wales', 'Wales']]",3,3,Wales
44121871,18617,T11,"[['Suffolk', 'Suffolk', 'Suffolk']]",3,3,Suffolk
44121871,18617,T13,"[['Hartley', 'Hartley', 'Hartley']]",3,3,Hartley
44121871,18617,T14,"[['Hartley', 'Hartley', 'Hartley']]",3,3,Hartley
44121871,18617,T15,"[['Wales', 'Wales', 'Wales']]",3,3,Wales
44121871,18617,T16,"[['Sandwich', 'Sandwich', 'Sandwich']]",3,3,Sandwich
44121871,18617,T17,"[['North', 'N.', '...'], ['Yarmouth', 'Yarmouth', 'Yarmouth']]",3,2,North Yarmouth
44121871,18617,T19,"[['Perth', 'Perth', 'Perth']]",3,3,Perth
44121871,18617,T20,"[['Whitby', 'Whitby', 'Whitby']]",3,3,Whitby
44121871,18617,T21,"[['Wexford', 'Wexford', 'Wryford']]",3,2,Wexford
44121871,18617,T22,"[['Surrey', 'Surrey', 'Surrey']]",3,3,Surrey
44121871,18617,T23,"[['Sw...', 'Sweden', 'Swidsn'], ['...', '', ''], ['...', '', '']]",3,1,Sw... ... ...
44121871,18617,T25,"[['Plymouth', 'Plymouth', 'Plymouth']]",3,3,Plymouth
44121871,18617,T26,"[['Sunderland', 'Sunderland', 'Sunderland']]",3,3,Sunderland
44121871,18617,T27,"[['Dublin', 'Dublin', 'Dublin']]",3,3,Dublin
44121871,18617,T28,"[['Bremen', 'Bremen', 'Bremen']]",3,3,Bremen
44121871,18617,T29,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121872,18617,T1,"[['Loor', 'Looe', 'Looe']]",3,2,Looe
44121872,18617,T2,"[['Greenock', 'Greenock', 'Greenock']]",3,3,Greenock
44121872,18617,T3,"[['London', 'London', 'London']]",3,3,London
44121872,18617,T4,"[['Sweden', 'Sweden', 'Sweden']]",3,3,Sweden
44121872,18617,T5,"[['Dover', 'Dover', 'Dover']]",3,3,Dover
44121872,18617,T7,"[['Norfolk', 'Norfolk', 'Norfolk']]",3,3,Norfolk
44121872,18617,T8,"[['Bermuda', 'Bermuda', 'Bermuda']]",3,3,Bermuda
44121872,18617,T9,"[['Ipswich', 'Ipswich', 'Ipswich']]",3,3,Ipswich
44121872,18617,T10,"[['Newcastle', 'Newcastle', 'Newcastle']]",3,3,Newcastle
44121872,18617,T11,"[['Deptford', 'Deptford', 'Deptford']]",3,3,Deptford
44121872,18617,T13,"[['St', 'St.', 'St.'], ['Kitts', 'Kitts', 'Kitts']]",3,2.5,St. Kitts
44121872,18617,T14,"[['Bristol', 'Bristol', 'Bristol']]",3,3,Bristol
44121872,18617,T15,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121872,18617,T16,"[['Harwich', 'Harwich', 'Harwich']]",3,3,Harwich
44121872,18617,T17,"[['Rothwhitte', 'Rotherhithe', 'Rotherham']]",3,1,Rothwhitte
44121872,18617,T19,"[['Canterbury', 'Canterbury', 'Canterbury']]",3,3,Canterbury
44121872,18617,T20,"[['Selby', 'Selby', 'Selby']]",3,3,Selby
44121872,18617,T21,"[['Dublin', 'Dublin', 'Dublin']]",3,3,Dublin
44121872,18617,T22,"[['Hanover', 'Hanover', 'Hanover']]",3,3,Hanover
44121872,18617,T23,"[['Sunderland', 'Sunderland', 'Sunderland']]",3,3,Sunderland
44121872,18617,T25,"[['Dover', 'Dover', 'Dover']]",3,3,Dover
44121872,18617,T26,"[['Torbay', 'Toobay', 'Torbay']]",3,2,Torbay
44121872,18617,T27,"[['Exeter', 'Exeter', 'Exeter']]",3,3,Exeter
44121872,18617,T28,"[['SS', '', 'S'], ['', 'S', 'S'], ['', 'J', ''], ['Islands', 'Islands', 'Islands']]",3,1.75,SS S J Islands
44121872,18617,T29,"[['Glasgow', 'Glasgow', 'Glasgow']]",3,3,Glasgow
44121874,18617,T1,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121874,18617,T2,"[['London', 'London', 'London']]",3,3,London
44121874,18617,T3,"[['Spilsby', 'Spilsby', 'Hilsby']]",3,2,Spilsby
44121874,18617,T4,"[['Finland', 'Finland', 'Finland']]",3,3,Finland
44121874,18617,T5,"[['Woolwick', 'Woolwich', 'Woolwich'], ['', 'NS', '']]",3,1.5,Woolwich NS
44121874,18617,T7,"[['Liverpool', 'Liverpool', 'Liverpool']]",3,3,Liverpool
44121874,18617,T8,"[['Norway', 'Norway', 'Norway']]",3,3,Norway
44121874,18617,T9,"[['Southend', 'Southend', 'Southend']]",3,3,Southend
44121874,18617,T10,"[['Stratford', 'Stratford', 'Stratford']]",3,3,Stratford
44121874,18617,T11,"[['Sunderland', 'Sunderland', 'Sunderland']]",3,3,Sunderland
44121874,18617,T13,"[['Essex', 'Essex', 'Essex']]",3,3,Essex
44121874,18617,T14,"[['Waterford', 'Waterford', 'Waterford']]",3,3,Waterford
44121874,18617,T15,"[['Aberdeen', 'Aberdeen', 'Aberdeen']]",3,3,Aberdeen
44121874,18617,T16,"[['United', 'United', 'United'], ['States', 'States', 'States']]",3,3,United States
44121874,18617,T17,"[['Hampshire', 'Hampshire', 'Hampshire']]",3,3,Hampshire
44121874,18617,T19,"[['Burnham', 'Burnham', 'Burham']]",3,2,Burnham
44121874,18617,T20,"[['London', 'London', 'London']]",3,3,London
44121874,18617,T21,"[['Harwich', 'Harwick', 'Harwich']]",3,2,Harwich
44121874,18617,T22,"[['Dublin', 'Dublin', 'Dublin']]",3,3,Dublin
44121874,18617,T23,"[['London', 'London', 'London']]",3,3,London
44121874,18617,T25,"[['Guernsey', 'Guernsey', 'Gurnsey']]",3,2,Guernsey
44121874,18617,T26,"[['London', 'London', 'London']]",3,3,London
44121874,18617,T27,"[['Wesbeach', 'Wesbeach', 'Wesbeach']]",3,3,Wesbeach
44121874,18617,T28,"[['Darlington', 'Darlington', 'Darlington']]",3,3,Darlington
44121874,18617,T29,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121875,18617,T1,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121875,18617,T2,"[['Hampton', 'Ranipton', 'Rampton']]",3,1,Hampton
44121875,18617,T3,"[['Thorpe', 'Thorpe', 'Thorpe']]",3,3,Thorpe
44121875,18617,T4,"[['Milford', 'Milford', 'Milford']]",3,3,Milford
44121875,18617,T5,"[['Essex', 'Corris']]",2,1,Essex
44121875,18617,T7,"[['Gosport', 'Gosport', 'Gosport']]",3,3,Gosport
44121875,18617,T8,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121875,18617,T9,"[['London', 'London', 'London']]",3,3,London
44121875,18617,T10,"[['Plumstead', 'Plumstead', 'Plumstead']]",3,3,Plumstead
44121875,18617,T11,"[['Greenock', 'Greenock', 'Greenock']]",3,3,Greenock
44121875,18617,T13,"[['Sweden', 'Sweden', 'Sweden']]",3,3,Sweden
44121875,18617,T14,"[['Wales', 'Wales', 'Wales']]",3,3,Wales
44121875,18617,T15,"[['Torbay', 'Torbay', 'Torbay']]",3,3,Torbay
44121875,18617,T16,"[['London', 'London', 'London']]",3,3,London
44121875,18617,T17,"[['Lincolnshire', 'Lincolnshire', 'Lincolnshire']]",3,3,Lincolnshire
44121875,18617,T19,"[['Yorkshire', 'Yorkshire', 'Yorkshire']]",3,3,Yorkshire
44121875,18617,T20,"[['Poplar', 'Poplar', 'Poplar']]",3,3,Poplar
44121875,18617,T21,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121875,18617,T22,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121875,18617,T23,"[['Devonshire', 'Devonshire', 'Devonshire']]",3,3,Devonshire
44121875,18617,T25,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121875,18617,T26,"[['West', 'West', 'West'], ['Indies', 'Indies', 'Indies']]",3,3,West Indies
44121875,18617,T27,"[['Bedford', 'Bedford', 'Bedford']]",3,3,Bedford
44121875,18617,T28,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121875,18617,T29,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121876,18617,T1,"[['Cork', 'Cork', 'Cork']]",3,3,Cork
44121876,18617,T2,"[['Harwich', 'Harwick', 'Harwich']]",3,2,Harwich
44121876,18617,T3,"[['Prussia', 'Prussia', 'Prussia']]",3,3,Prussia
44121876,18617,T4,"[['London', 'London', 'London']]",3,3,London
44121876,18617,T5,"[['Wells', 'Wells', 'Wells']]",3,3,Wells
44121876,18617,T7,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121876,18617,T8,"[['London', 'London', 'London']]",3,3,London
44121876,18617,T9,"[['Arbroath', 'Arbroath', 'Arbroath']]",3,3,Arbroath
44121876,18617,T10,"[['Greenwich', 'Greenwich', 'Greenwich']]",3,3,Greenwich
44121876,18617,T11,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121876,18617,T13,"[['Wisbeach', 'Wisbeach', 'Wisbeach']]",3,3,Wisbeach
44121876,18617,T14,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121876,18617,T15,"[['Staffordshire', 'Staffordshire', 'Staffordshire']]",3,3,Staffordshire
44121876,18617,T16,"[['Camberwell', 'Camberwell', 'Camberwell']]",3,3,Camberwell
44121876,18617,T17,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121876,18617,T19,"[['Saltburn', 'Saltburn', 'Saltbarn']]",3,2,Saltburn
44121876,18617,T20,"[['Hampton', 'Hampton', 'Hampton']]",3,3,Hampton
44121876,18617,T21,"[['Sunderland', 'Sunderland', 'Sunderland']]",3,3,Sunderland
44121876,18617,T22,"[['Dundee', 'Dundee', 'Dundee']]",3,3,Dundee
44121876,18617,T23,"[['Somersetshire', 'Somersetshire', 'Somersetshire']]",3,3,Somersetshire
44121876,18617,T25,"[['St.', 'St', 'St.'], ['Johns', 'Johns', ""John's""], ['', '', 'B.']]",3,1.66666666666667,St. Johns B.
44121876,18617,T26,"[['Gibraltar', 'Gibraltar', 'Gibraltar']]",3,3,Gibraltar
44121876,18617,T27,"[['Falmouth', 'Falmouth', 'Falmouth']]",3,3,Falmouth
44121876,18617,T28,"[['Bermondsey', 'Bermondsey', 'Bermondsey']]",3,3,Bermondsey
44121876,18617,T29,"[['Norfolk', 'Norfolk', 'Norfolk']]",3,3,Norfolk
44121879,18617,T1,"[['Shap', 'Shap', 'Shap']]",3,3,Shap
44121879,18617,T2,"[['Limerick', 'Limerick', 'Limerick']]",3,3,Limerick
44121879,18617,T3,"[['Shields', 'Shields', 'Shields']]",3,3,Shields
44121879,18617,T4,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121879,18617,T5,"[['Kent', 'Kent', 'Kent']]",3,3,Kent
44121879,18617,T7,"[['Waterford', 'Waterford', 'Waterford']]",3,3,Waterford
44121879,18617,T8,"[['Leith', 'Leith', 'Leith']]",3,3,Leith
44121879,18617,T9,"[['Norfolk', 'Norfolk', 'Norfolk']]",3,3,Norfolk
44121879,18617,T10,"[['Aberdeen', 'Aberdeen', 'Aberdeen']]",3,3,Aberdeen
44121879,18617,T11,"[['London', 'London', 'London']]",3,3,London
44121879,18617,T13,"[['America', 'America', 'America']]",3,3,America
44121879,18617,T14,"[['Isle', 'Isle', 'Isle'], ['of', 'of', 'of'], ['Wright', 'Wight', 'Wight']]",3,2.66666666666667,Isle of Wight
44121879,18617,T15,"[['Orkneys', 'Orkneys', 'Orkney']]",3,2,Orkneys
44121879,18617,T16,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121879,18617,T17,"[['Cork', 'Cork', 'Cork']]",3,3,Cork
44121879,18617,T19,"[['Cambridge', 'Cambridge', 'Cambridge']]",3,3,Cambridge
44121879,18617,T20,"[['Rostock', 'Rostock', 'Rostock']]",3,3,Rostock
44121879,18617,T21,"[['Southampton', 'Southampton', 'Southhampton']]",3,2,Southampton
44121879,18617,T22,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121879,18617,T23,"[['Plymouth', 'Plymouth', 'Plymouth']]",3,3,Plymouth
44121879,18617,T25,"[['Marlboro', 'Malboro', 'Marlboro']]",3,2,Marlboro
44121879,18617,T26,"[['Looe', 'Looe', 'Looe']]",3,3,Looe
44121879,18617,T27,"[['Glasgow', 'Glasgow', 'Glasgow']]",3,3,Glasgow
44121879,18617,T28,"[['Waterford', 'Waterford', 'Waterford']]",3,3,Waterford
44121879,18617,T29,"[['Jersey', 'Jersey', 'Jersey']]",3,3,Jersey
44121881,18617,T1,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121881,18617,T2,"[['Belfast', 'Belfast', 'Belfast']]",3,3,Belfast
44121881,18617,T3,"[['Lynn', 'Lynn', 'Lynn']]",3,3,Lynn
44121881,18617,T4,"[['Greenock', 'Greenock', 'Greenock']]",3,3,Greenock
44121881,18617,T5,"[['Great', 'Great', 'Great'], ['Yarmouth', 'Yarmouth', 'Yarmouth']]",3,3,Great Yarmouth
44121881,18617,T7,"[['Downham', 'Downham', 'Downham']]",3,3,Downham
44121881,18617,T8,"[['Cornwall', 'Cornwall', 'Cornwall']]",3,3,Cornwall
44121881,18617,T9,"[['Bordeaux', 'Bordeaux', 'Bordeaux']]",3,3,Bordeaux
44121881,18617,T10,"[['Dunkirk', 'Dunkirk', 'Dunkirk']]",3,3,Dunkirk
44121881,18617,T11,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121881,18617,T13,"[['New', 'New', 'New'], ['Providence', 'Bovidense', 'Providence']]",3,2.5,New Providence
44121881,18617,T14,"[['Brentford', 'Brentford', 'Brentford']]",3,3,Brentford
44121881,18617,T15,"[['Leith', 'Leith', 'Leith']]",3,3,Leith
44121881,18617,T16,"[['Rye', 'Rye', 'Rye']]",3,3,Rye
44121881,18617,T17,"[['London', 'London', 'London']]",3,3,London
44121881,18617,T19,"[['London', 'London', 'London']]",3,3,London
44121881,18617,T20,"[['Russia', 'Russia', 'Prussia']]",3,2,Russia
44121881,18617,T21,"[['Sussex', 'Sussex', 'Sussex']]",3,3,Sussex
44121881,18617,T22,"[['Rotherhithe', 'Rotherhithe', 'Rotherhithe']]",3,3,Rotherhithe
44121881,18617,T23,"[['Sandwich', 'Sandwich', 'Sandwich']]",3,3,Sandwich
44121881,18617,T25,"[['Aberdeen', 'Aberdeen', 'Aberdeen']]",3,3,Aberdeen
44121881,18617,T26,"[['Kildare', 'Kildare', 'Kildare']]",3,3,Kildare
44121881,18617,T27,"[['Poole', 'Poole', 'Poole']]",3,3,Poole
44121881,18617,T28,"[['Rochester', 'Rochester', 'Rochester']]",3,3,Rochester
44121881,18617,T29,"[['Perth', 'Perth', 'Perth']]",3,3,Perth
44121883,18617,T1,"[['Bermster', 'Bicester', 'Bemester']]",3,1,Bermster
44121883,18617,T2,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121883,18617,T3,"[['Leith', 'Leith', 'Leith']]",3,3,Leith
44121883,18617,T4,"[['Guernsey', 'Guernsey', 'Guernsey']]",3,3,Guernsey
44121883,18617,T5,"[['Whitby', 'Whitby', 'Whitby']]",3,3,Whitby
44121883,18617,T7,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121883,18617,T8,"[['Greenwich', 'Greenwich', 'Greenwich']]",3,3,Greenwich
44121883,18617,T9,"[['Norway', 'Norway', 'Norway']]",3,3,Norway
44121883,18617,T10,"[['Jersey', 'Jersey', 'Jersey']]",3,3,Jersey
44121883,18617,T11,"[['London', 'London', 'London']]",3,3,London
44121883,18617,T13,"[['Orkney', 'Orkney', 'Orkney'], ['Isles', 'Isles', 'Isles']]",3,3,Orkney Isles
44121883,18617,T14,"[['Dover', 'Dover', 'Dover']]",3,3,Dover
44121883,18617,T15,"[['Petershead', 'Peterhead', 'Peterhead']]",3,2,Peterhead
44121883,18617,T16,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121883,18617,T17,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121883,18617,T19,"[['Weatherfield', 'Westerfield', 'Wrotherfield']]",3,1,Weatherfield
44121883,18617,T20,"[['United', 'United', 'United'], ['States', 'States', 'States']]",3,3,United States
44121883,18617,T21,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121883,18617,T22,"[['Sunderland', 'Sunderland', 'Sunderland']]",3,3,Sunderland
44121883,18617,T23,"[['Newcastle', 'Newcastle', 'Newcastle']]",3,3,Newcastle
44121883,18617,T25,"[['North', 'North', 'North'], ['Shields', 'Shields', 'Shields']]",3,3,North Shields
44121883,18617,T26,"[['Shadwell', 'Shadwell', 'Thadwell']]",3,2,Shadwell
44121883,18617,T27,"[['Greenock', 'Greenock', 'Greenock']]",3,3,Greenock
44121883,18617,T28,"[['London', 'London', 'London']]",3,3,London
44121883,18617,T29,"[['Portsmouth', 'Portsmouth', 'Portsmouth']]",3,3,Portsmouth
44121885,18617,T1,"[['Sunderland', 'Sunderland', 'Sunderland']]",3,3,Sunderland
44121885,18617,T2,"[['Aberdeen', 'Aberdeen', 'Aberdeen']]",3,3,Aberdeen
44121885,18617,T3,"[['Cork', 'Cork', 'Cork']]",3,3,Cork
44121885,18617,T4,"[['Essex', 'Essex', 'Essex']]",3,3,Essex
44121885,18617,T5,"[['Dartmouth', 'Dartmouth', 'Dartmouth']]",3,3,Dartmouth
44121885,18617,T7,"[['St.', 'St.', 'St'], ['Ives', 'Ives', 'Ives']]",3,2.5,St. Ives
44121885,18617,T8,"[['Owhyhee', 'Owhyhee', 'Owhyhee']]",3,3,Owhyhee
44121885,18617,T9,"[['Owhyhee', 'Owhyhee', 'Owhyhee']]",3,3,Owhyhee
44121885,18617,T10,"[['Owhyhee', 'Owhyhee', 'Owhyhee']]",3,3,Owhyhee
44121885,18617,T11,"[['Norway', 'Norway', 'Norway']]",3,3,Norway
44121885,18617,T13,"[['Edinburgh', 'Edinburgh', 'Edinburgh']]",3,3,Edinburgh
44121885,18617,T14,"[['Malta', 'Malta', 'Malta']]",3,3,Malta
44121885,18617,T15,"[['Guernsey', 'Guernsey', 'Guernsey']]",3,3,Guernsey
44121885,18617,T16,"[['Caithness', 'Caithness', 'Caithness']]",3,3,Caithness
44121885,18617,T17,"[['Ireland', 'Ireland', 'Ireland']]",3,3,Ireland
44121885,18617,T19,"[['Northumberland', 'Northumberland', 'Northumberland']]",3,3,Northumberland
44121885,18617,T20,"[['Scotland', 'Scotland', 'Scotland']]",3,3,Scotland
44121885,18617,T21,"[['New', 'New', 'New'], ['York', 'York', 'York'], ['', 'U', 'US'], ['', 'S', '']]",3,2,New York U S
44121885,18617,T22,"[['Tipperary', 'Tipperary', 'Tipperary']]",3,3,Tipperary
44121885,18617,T23,"[['Preston', 'Boston', 'Preston']]",3,2,Preston
44121885,18617,T25,"[['Grimsby', 'Grimsby', 'Grimsby']]",3,3,Grimsby
44121885,18617,T26,"[['Maldon', 'Maldon', 'Maldon']]",3,3,Maldon
44121885,18617,T27,"[['Germany', 'Germany', 'Germany']]",3,3,Germany
44121885,18617,T28,"[['Prussia', 'Prussia', 'Prussia']]",3,3,Prussia
44121885,18617,T29,"[['Leith', 'Leith', 'Leith']]",3,3,Leith
44121888,18617,T1,"[['Doprsetshire', 'Dorsetshire', 'Dorsetshire']]",3,2,Dorsetshire
44121888,18617,T2,"[['Limerick', 'Limerick', 'Limerick']]",3,3,Limerick
44121888,18617,T3,"[['Sunderland', 'Sunderland', 'Sunderland']]",3,3,Sunderland
44121888,18617,T4,"[['Isle', 'Isle', 'Isle'], ['of', 'of', 'of'], ['Man', 'Man', 'Man']]",3,3,Isle of Man
